Time(s),True_Raw_500Hz,Denoised_Resampled_500Hz
0.9880,9195.000000,0.080104
0.9900,9156.000000,0.083891
0.9920,9167.000000,0.086985
0.9940,9148.000000,0.089718
0.9960,9119.000000,0.092533
0.9980,9091.000000,0.095826
1.0000,9066.000000,0.099736
1.0020,9066.000000,0.104054
1.0040,9084.000000,0.108570
1.0060,9069.000000,0.113084
1.0080,9038.000000,0.117174
1.0100,9028.000000,0.120537
1.0120,8988.000000,0.123181
1.0140,8958.000000,0.125320
1.0160,8959.000000,0.127425
1.0180,8908.000000,0.129960
1.0200,8894.000000,0.133020
1.0220,8879.000000,0.136372
1.0240,8856.000000,0.139562
1.0260,8821.000000,0.142231
1.0280,8799.000000,0.144385
1.0300,8776.000000,0.146225
1.0320,8743.000000,0.148131
1.0340,8704.000000,0.150605
1.0360,8685.000000,0.153864
1.0380,8623.000000,0.157709
1.0400,8581.000000,0.161771
1.0420,8563.000000,0.165733
1.0440,8554.000000,0.169420
1.0460,8530.000000,0.172711
1.0480,8489.000000,0.175582
1.0500,8443.000000,0.178103
1.0520,8420.000000,0.180223
1.0540,8397.000000,0.181861
1.0560,8353.000000,0.183107
1.0580,8308.000000,0.184176
1.0600,8278.000000,0.185430
1.0620,8259.000000,0.187250
1.0640,8218.000000,0.189803
1.0660,8208.000000,0.193058
1.0680,8168.000000,0.196712
1.0700,8111.000000,0.200229
1.0720,8078.000000,0.203276
1.0740,8026.000000,0.205844
1.0760,7961.000000,0.208053
1.0780,7937.000000,0.210132
1.0800,7870.000000,0.212318
1.0820,7849.000000,0.214629
1.0840,7814.000000,0.216823
1.0860,7755.000000,0.218609
1.0880,7726.000000,0.219862
1.0900,7706.000000,0.220651
1.0920,7682.000000,0.221194
1.0940,7621.000000,0.221780
1.0960,7572.000000,0.222510
1.0980,7524.000000,0.223194
1.1000,7499.000000,0.223526
1.1020,7483.000000,0.223340
1.1040,7423.000000,0.222746
1.1060,7378.000000,0.222049
1.1080,7340.000000,0.221644
1.1100,7283.000000,0.221918
1.1120,7230.000000,0.222935
1.1140,7174.000000,0.224335
1.1160,7134.000000,0.225677
1.1180,7089.000000,0.226630
1.1200,7048.000000,0.226926
1.1220,7009.000000,0.226454
1.1240,6905.000000,0.225479
1.1260,6860.000000,0.224429
1.1280,6822.000000,0.223422
1.1300,6765.000000,0.222436
1.1320,6718.000000,0.221584
1.1340,6702.000000,0.220814
1.1360,6664.000000,0.219922
1.1380,6623.000000,0.218795
1.1400,6588.000000,0.217194
1.1420,6541.000000,0.214874
1.1440,6476.000000,0.211971
1.1460,6416.000000,0.208870
1.1480,6383.000000,0.206127
1.1500,6325.000000,0.204318
1.1520,6258.000000,0.203607
1.1540,6226.000000,0.203689
1.1560,6171.000000,0.203992
1.1580,6136.000000,0.203920
1.1600,6080.000000,0.203271
1.1620,6034.000000,0.202292
1.1640,5971.000000,0.201339
1.1660,5871.000000,0.200606
1.1680,5807.000000,0.199823
1.1700,5759.000000,0.198085
1.1720,5718.000000,0.194260
1.1740,5691.000000,0.187856
1.1760,5664.000000,0.179454
1.1780,5619.000000,0.170392
1.1800,5562.000000,0.162406
1.1820,5504.000000,0.156907
1.1840,5457.000000,0.154091
1.1860,5409.000000,0.153273
1.1880,5336.000000,0.153503
1.1900,5281.000000,0.153652
1.1920,5244.000000,0.153190
1.1940,5210.000000,0.152397
1.1960,5173.000000,0.151453
1.1980,4751.000000,0.150462
1.2000,4709.000000,0.149523
1.2020,4691.000000,0.148167
1.2040,4659.000000,0.145992
1.2060,4599.000000,0.143216
1.2080,4554.000000,0.140068
1.2100,4503.000000,0.136797
1.2120,4476.000000,0.133746
1.2140,4412.000000,0.130798
1.2160,4366.000000,0.127659
1.2180,4319.000000,0.124505
1.2200,4276.000000,0.121611
1.2220,4243.000000,0.118930
1.2240,4198.000000,0.116570
1.2260,4139.000000,0.114918
1.2280,4084.000000,0.113900
1.2300,4029.000000,0.113157
1.2320,3972.000000,0.112663
1.2340,3920.000000,0.112192
1.2360,3876.000000,0.111289
1.2380,3838.000000,0.109927
1.2400,3741.000000,0.107968
1.2420,3683.000000,0.105071
1.2440,3638.000000,0.101462
1.2460,3604.000000,0.097492
1.2480,3555.000000,0.093426
1.2500,3508.000000,0.090032
1.2520,3438.000000,0.087857
1.2540,3402.000000,0.086564
1.2560,3369.000000,0.085677
1.2580,3324.000000,0.084679
1.2600,3293.000000,0.082802
1.2620,3240.000000,0.080020
1.2640,3173.000000,0.077140
1.2660,3127.000000,0.074499
1.2680,3078.000000,0.072123
1.2700,3021.000000,0.070387
1.2720,2943.000000,0.069161
1.2740,2916.000000,0.067881
1.2760,2889.000000,0.066456
1.2780,2834.000000,0.064633
1.2800,2791.000000,0.062150
1.2820,2755.000000,0.059503
1.2840,2643.000000,0.056766
1.2860,2602.000000,0.053670
1.2880,2569.000000,0.050954
1.2900,2511.000000,0.049169
1.2920,2476.000000,0.047979
1.2940,2430.000000,0.047364
1.2960,2393.000000,0.047053
1.2980,2362.000000,0.046031
1.3000,2326.000000,0.043752
1.3020,2281.000000,0.040125
1.3040,2210.000000,0.035042
1.3060,2160.000000,0.029090
1.3080,2114.000000,0.023528
1.3100,2056.000000,0.019122
1.3120,2018.000000,0.015826
1.3140,1968.000000,0.013573
1.3160,1947.000000,0.012261
1.3180,1902.000000,0.011118
1.3200,1850.000000,0.009353
1.3220,1781.000000,0.006814
1.3240,1727.000000,0.003569
1.3260,1621.000000,0.000065
1.3280,1557.000000,-0.003084
1.3300,1533.000000,-0.005918
1.3320,1511.000000,-0.008349
1.3340,1466.000000,-0.009912
1.3360,1435.000000,-0.011261
1.3380,1391.000000,-0.013545
1.3400,1359.000000,-0.016849
1.3420,1309.000000,-0.021121
1.3440,1246.000000,-0.026606
1.3460,1187.000000,-0.032595
1.3480,1124.000000,-0.038025
1.3500,1093.000000,-0.042666
1.3520,1059.000000,-0.046295
1.3540,1008.000000,-0.048592
1.3560,961.000000,-0.050053
1.3580,923.000000,-0.051099
1.3600,884.000000,-0.051669
1.3620,829.000000,-0.052302
1.3640,761.000000,-0.053454
1.3660,721.000000,-0.054763
1.3680,584.000000,-0.056004
1.3700,559.000000,-0.057036
1.3720,515.000000,-0.057731
1.3740,470.000000,-0.058692
1.3760,424.000000,-0.060375
1.3780,385.000000,-0.062539
1.3800,342.000000,-0.065093
1.3820,286.000000,-0.067736
1.3840,246.000000,-0.069752
1.3860,208.000000,-0.070874
1.3880,162.000000,-0.071213
1.3900,119.000000,-0.071030
1.3920,89.000000,-0.070875
1.3940,34.000000,-0.070978
1.3960,-26.000000,-0.070791
1.3980,-56.000000,-0.069528
1.4000,-104.000000,-0.067089
1.4020,-171.000000,-0.064316
1.4040,-234.000000,-0.062518
1.4060,-262.000000,-0.063215
1.4080,-296.000000,-0.067599
1.4100,-363.000000,-0.075653
1.4120,-399.000000,-0.086106
1.4140,-452.000000,-0.096613
1.4160,-497.000000,-0.104512
1.4180,-537.000000,-0.108411
1.4200,-575.000000,-0.108183
1.4220,-636.000000,-0.104460
1.4240,-666.000000,-0.099212
1.4260,-714.000000,-0.094570
1.4280,-744.000000,-0.091197
1.4300,-778.000000,-0.088939
1.4320,-1363.000000,-0.087363
1.4340,-1395.000000,-0.085835
1.4360,-1439.000000,-0.084146
1.4380,-1498.000000,-0.082395
1.4400,-1522.000000,-0.080814
1.4420,-1547.000000,-0.079791
1.4440,-1561.000000,-0.079364
1.4460,-1596.000000,-0.079331
1.4480,-1642.000000,-0.079440
