Time(s),True_Raw_500Hz,Denoised_Resampled_500Hz
20.5620,-882.000000,0.078900
20.5640,-949.000000,0.077496
20.5660,-1039.000000,0.075896
20.5680,-1126.000000,0.077243
20.5700,-1187.000000,0.077272
20.5720,-1255.000000,0.075614
20.5740,-1306.000000,0.072857
20.5760,-1385.000000,0.069640
20.5780,-1452.000000,0.068801
20.5800,-1518.000000,0.067067
20.5820,-1595.000000,0.062805
20.5840,-1649.000000,0.058470
20.5860,-1704.000000,0.052834
20.5880,-1773.000000,0.049278
20.5900,-1867.000000,0.049860
20.5920,-1985.000000,0.048855
20.5940,-2134.000000,0.047375
20.5960,-2269.000000,0.046646
20.5980,-2374.000000,0.043439
20.6000,-2486.000000,0.043130
20.6020,-2582.000000,0.046517
20.6040,-2694.000000,0.045852
20.6060,-2794.000000,0.042778
20.6080,-2882.000000,0.040253
20.6100,-2986.000000,0.036660
20.6120,-3086.000000,0.034696
20.6140,-3196.000000,0.034426
20.6160,-3299.000000,0.031771
20.6180,-3387.000000,0.026476
20.6200,-3476.000000,0.021201
20.6220,-3601.000000,0.019081
20.6240,-3744.000000,0.018868
20.6260,-3895.000000,0.016451
20.6280,-4041.000000,0.013489
20.6300,-4188.000000,0.012048
20.6320,-4311.000000,0.011601
20.6340,-4434.000000,0.013905
20.6360,-4568.000000,0.016316
20.6380,-4727.000000,0.014280
20.6400,-4876.000000,0.011421
20.6420,-5007.000000,0.011141
20.6440,-5141.000000,0.011420
20.6460,-5260.000000,0.010769
20.6480,-5359.000000,0.007748
20.6500,-5476.000000,0.002552
20.6520,-5607.000000,-0.001426
20.6540,-5731.000000,-0.003032
20.6560,-5856.000000,-0.003631
20.6580,-5957.000000,-0.004479
20.6600,-6106.000000,-0.006046
20.6620,-6238.000000,-0.006663
20.6640,-6369.000000,-0.005303
20.6660,-6491.000000,-0.003115
20.6680,-6612.000000,-0.000937
20.6700,-6739.000000,-0.000323
20.6720,-6894.000000,-0.001527
20.6740,-7042.000000,-0.001440
20.6760,-7157.000000,-0.000535
20.6780,-7259.000000,-0.002304
20.6800,-7381.000000,-0.005630
20.6820,-7507.000000,-0.008574
20.6840,-7626.000000,-0.011639
20.6860,-7756.000000,-0.013940
20.6880,-7867.000000,-0.015277
20.6900,-7979.000000,-0.016831
20.6920,-8099.000000,-0.017705
20.6940,-8192.000000,-0.017035
20.6960,-8317.000000,-0.015250
20.6980,-8464.000000,-0.012747
20.7000,-8611.000000,-0.010409
20.7020,-8747.000000,-0.008173
20.7040,-8891.000000,-0.005729
20.7060,-9012.000000,-0.004250
20.7080,-9128.000000,-0.003658
20.7100,-9264.000000,-0.003720
20.7120,-9420.000000,-0.005633
20.7140,-9561.000000,-0.008872
20.7160,-9701.000000,-0.012524
20.7180,-9859.000000,-0.016241
20.7200,-10006.000000,-0.019044
20.7220,-10130.000000,-0.021962
20.7240,-10251.000000,-0.025240
20.7260,-10362.000000,-0.026507
20.7280,-9458.000000,-0.026045
20.7300,-9754.000000,-0.024291
20.7320,-9795.000000,-0.020768
20.7340,-11167.000000,-0.017960
20.7360,-11434.000000,-0.015814
20.7380,-11748.000000,-0.012466
20.7400,-11601.000000,-0.009862
20.7420,-11213.000000,-0.008311
20.7440,-11570.000000,-0.007629
20.7460,-11867.000000,-0.009801
20.7480,-11897.000000,-0.012823
20.7500,-12009.000000,-0.015170
