Time(s),True_Raw_500Hz,Denoised_Resampled_500Hz
18.5500,-3191.000000,0.072820
18.5520,-3227.000000,0.063462
18.5540,-3256.000000,0.053377
18.5560,-3287.000000,0.046081
18.5580,-3312.000000,0.040415
18.5600,-3336.000000,0.033052
18.5620,-3353.000000,0.024712
18.5640,-3371.000000,0.016457
18.5660,-3410.000000,0.009617
18.5680,-3443.000000,0.002868
18.5700,-3457.000000,-0.007152
18.5720,-3470.000000,-0.016536
18.5740,-3506.000000,-0.020536
18.5760,-3538.000000,-0.019490
18.5780,-3555.000000,-0.017474
18.5800,-3586.000000,-0.022625
18.5820,-3624.000000,-0.032830
18.5840,-3644.000000,-0.039105
18.5860,-3688.000000,-0.043616
18.5880,-3709.000000,-0.047815
18.5900,-3727.000000,-0.052530
18.5920,-3767.000000,-0.064179
18.5940,-3809.000000,-0.077258
18.5960,-3818.000000,-0.087504
18.5980,-3850.000000,-0.099740
18.6000,-3876.000000,-0.106307
18.6020,-3909.000000,-0.104438
18.6040,-3947.000000,-0.101684
18.6060,-3967.000000,-0.097923
18.6080,-3994.000000,-0.101717
18.6100,-4017.000000,-0.113365
18.6120,-4042.000000,-0.108534
18.6140,-4056.000000,-0.088699
18.6160,-4094.000000,-0.079623
18.6180,-4132.000000,-0.086667
18.6200,-4161.000000,-0.102294
18.6220,-4191.000000,-0.113476
18.6240,-4225.000000,-0.108942
18.6260,-4256.000000,-0.100665
18.6280,-4291.000000,-0.106122
18.6300,-4306.000000,-0.125506
18.6320,-4336.000000,-0.146522
18.6340,-4379.000000,-0.158172
18.6360,-4401.000000,-0.165294
18.6380,-4429.000000,-0.176911
18.6400,-4457.000000,-0.192409
18.6420,-4492.000000,-0.209571
18.6440,-4519.000000,-0.223544
18.6460,-4536.000000,-0.234114
18.6480,-4577.000000,-0.247490
18.6500,-4624.000000,-0.258095
18.6520,-4653.000000,-0.264543
18.6540,-4672.000000,-0.272983
18.6560,-4705.000000,-0.273688
18.6580,-4730.000000,-0.267647
18.6600,-4757.000000,-0.271186
18.6620,-4802.000000,-0.279217
18.6640,-4828.000000,-0.281176
18.6660,-4861.000000,-0.279577
18.6680,-4893.000000,-0.280734
18.6700,-4921.000000,-0.290946
18.6720,-4953.000000,-0.303525
18.6740,-4975.000000,-0.312244
18.6760,-5013.000000,-0.322917
18.6780,-5053.000000,-0.328869
18.6800,-5082.000000,-0.330898
18.6820,-5103.000000,-0.344961
18.6840,-5132.000000,-0.363546
18.6860,-5180.000000,-0.378318
18.6880,-5192.000000,-0.392966
18.6900,-5227.000000,-0.397991
18.6920,-5249.000000,-0.397331
18.6940,-5287.000000,-0.403989
18.6960,-5310.000000,-0.415489
18.6980,-5356.000000,-0.433971
18.7000,-5382.000000,-0.444427
18.7020,-5411.000000,-0.425871
18.7040,-5427.000000,-0.409030
18.7060,-5464.000000,-0.418800
18.7080,-5511.000000,-0.431267
18.7100,-5541.000000,-0.436210
18.7120,-5583.000000,-0.438544
18.7140,-5618.000000,-0.437424
18.7160,-5634.000000,-0.442485
18.7180,-5648.000000,-0.453209
18.7200,-5691.000000,-0.456626
18.7220,-5718.000000,-0.456431
18.7240,-5736.000000,-0.465208
18.7260,-5775.000000,-0.484633
18.7280,-5805.000000,-0.500415
18.7300,-5832.000000,-0.500349
18.7320,-5858.000000,-0.494125
18.7340,-5882.000000,-0.497455
18.7360,-5929.000000,-0.515732
18.7380,-5951.000000,-0.537714
18.7400,-5995.000000,-0.545303
18.7420,-6037.000000,-0.546515
18.7440,-6053.000000,-0.551926
18.7460,-6088.000000,-0.548561
